CPUBID,MPUBID,CRACE,CSEX,AFDC_1994,AFDC_1996,AFDC_1998,FOODSTAMPS_1994,FOODSTAMPS_1996,FOODSTAMPS_1998,FOODSTAMPS_2000,FOODSTAMPS_2002,FOODSTAMPS_2004,FOODSTAMPS_2006,FOODSTAMPS_2008,FOODSTAMPS_2010,FOODSTAMPS_2012,FOODSTAMPS_2014,FOODSTAMPS_2016,GED_EVER,HSDIPLOMA_EVER,PROFDEGREE_EVER,snap_ever,tanf_ever,program_group,edu_level,edu_label
241101,2411,3,2.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
241102,2411,3,2.0,,,,,,,,,,,,,,0.0,,0.0,1.0,0.0,,,,1.0,HS or GED
241201,2412,3,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
241202,2412,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
241203,2412,3,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
241204,2412,3,2.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
241401,2414,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
241601,2416,3,1.0,,,,,,,,,,,0.0,0.0,,,,0.0,1.0,0.0,,,,1.0,HS or GED
241602,2416,3,1.0,,,,,,,,,,,,0.0,,,,0.0,1.0,0.0,,,,1.0,HS or GED
241603,2416,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
241801,2418,3,2.0,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
242001,2420,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
242002,2420,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,No HS / GED
242401,2424,3,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
242601,2426,3,1.0,,,,,,,,,,,0.0,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
243001,2430,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
243002,2430,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
243301,2433,3,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
243302,2433,3,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
243401,2434,3,1.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
243402,2434,3,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
243501,2435,3,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,1.0,HS or GED
243601,2436,3,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
243602,2436,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
243701,2437,3,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
244101,2441,3,1.0,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
244102,2441,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
244103,2441,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
244201,2442,3,1.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
244202,2442,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
244401,2444,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
244402,2444,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
244403,2444,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
244404,2444,3,1.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
244701,2447,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
244702,2447,3,2.0,,,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,,1.0,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
244703,2447,3,2.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
244704,2447,3,1.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
244801,2448,3,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
244802,2448,3,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
245001,2450,3,2.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,Both SNAP and TANF,1.0,HS or GED
245002,2450,3,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Neither,0.0,No HS / GED
245401,2454,3,1.0,,,,,,,,,,,0.0,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
245402,2454,3,1.0,,,,,,,,,,,,0.0,0.0,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
245701,2457,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
245801,2458,3,2.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
245802,2458,3,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
245901,2459,3,1.0,,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
245902,2459,3,2.0,,,0.0,,,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
245903,2459,3,1.0,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,No HS / GED
246201,2462,3,2.0,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,,,1.0,HS or GED
246202,2462,3,2.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0,HS or GED
247101,2471,3,1.0,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,No HS / GED
247401,2474,3,1.0,,,,,0.0,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
247402,2474,3,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
247801,2478,3,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
247802,2478,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
248001,2480,3,2.0,,,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
248002,2480,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
248201,2482,3,2.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
248202,2482,3,1.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,No HS / GED
248203,2482,3,1.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
248204,2482,3,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
248301,2483,3,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
248302,2483,3,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
248401,2484,3,1.0,,,,,,,,,0.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
248402,2484,3,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,No HS / GED
248403,2484,3,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
248404,2484,3,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
248501,2485,3,1.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
248801,2488,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
248802,2488,3,1.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
248803,2488,3,1.0,,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
248804,2488,3,2.0,,,0.0,,0.0,0.0,,,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
249201,2492,3,2.0,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,HS or GED
249202,2492,3,1.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
249203,2492,3,2.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
249204,2492,3,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
249205,2492,3,1.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
249601,2496,3,1.0,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,No HS / GED
249901,2499,3,1.0,,,,0.0,0.0,,,1.0,0.0,0.0,0.0,,1.0,,,0.0,1.0,0.0,1.0,,,1.0,HS or GED
249902,2499,3,1.0,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
250001,2500,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
250101,2501,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
250301,2503,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
250501,2505,3,2.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
250502,2505,3,1.0,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
250701,2507,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
250702,2507,3,2.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
251001,2510,3,2.0,,,,,,,,,,,0.0,0.0,,,,0.0,1.0,0.0,,,,1.0,HS or GED
251002,2510,3,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
251003,2510,3,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
251101,2511,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
251401,2514,3,1.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
251402,2514,3,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
251501,2515,3,1.0,,,,,,,,,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
251502,2515,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
251503,2515,3,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
251901,2519,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
252101,2521,3,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
252102,2521,3,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
252301,2523,3,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
252302,2523,3,2.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
252303,2523,3,1.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
252501,2525,3,1.0,,,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,1.0,,0.0,1.0,0.0,0.0,1.0,,,1.0,HS or GED
252502,2525,3,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
252503,2525,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
252801,2528,3,1.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,No HS / GED
252802,2528,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
252901,2529,3,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
252902,2529,3,1.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
253001,2530,3,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
253002,2530,3,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
253101,2531,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
253102,2531,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
253103,2531,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
253104,2531,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
253301,2533,3,2.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
253601,2536,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
253602,2536,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
253603,2536,3,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
253604,2536,3,2.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
253801,2538,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
253802,2538,3,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
253803,2538,3,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
254201,2542,3,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
254202,2542,3,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
254401,2544,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
254402,2544,3,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
254901,2549,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
254902,2549,3,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
254903,2549,3,1.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
255101,2551,3,2.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,1.0,HS or GED
255201,2552,3,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
255202,2552,3,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
255401,2554,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
255801,2558,1,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
255802,2558,1,2.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
255803,2558,1,2.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
255901,2559,3,1.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,SNAP only,0.0,No HS / GED
255902,2559,3,1.0,,,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
255903,2559,3,2.0,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,1.0,HS or GED
256001,2560,3,1.0,,,,,,,,,0.0,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,,1.0,HS or GED
256002,2560,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
256003,2560,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
256401,2564,3,2.0,,,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
256402,2564,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
256403,2564,3,2.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
256404,2564,3,2.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
256501,2565,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
256502,2565,3,1.0,,,,,,,,,,,0.0,,0.0,0.0,,0.0,1.0,0.0,,,,1.0,HS or GED
256503,2565,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
256601,2566,3,2.0,,,,,,,,,0.0,0.0,,0.0,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
256701,2567,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
256901,2569,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
256902,2569,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
256903,2569,3,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
257001,2570,3,1.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
257002,2570,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
257301,2573,3,2.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
257701,2577,3,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
257702,2577,3,2.0,,,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
258001,2580,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
258501,2585,3,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
258801,2588,3,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
259101,2591,3,1.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
259201,2592,3,2.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
259601,2596,3,1.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
259901,2599,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
259902,2599,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
259903,2599,3,1.0,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,No HS / GED
260501,2605,3,2.0,,,,,,,,,0.0,0.0,,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
260601,2606,3,1.0,,,,,,,,,,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
260602,2606,3,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
260701,2607,3,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
260702,2607,3,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
260801,2608,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
261501,2615,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
261502,2615,3,1.0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,1.0,HS or GED
261503,2615,3,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
261504,2615,3,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
262301,2623,3,2.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
262601,2626,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
262602,2626,3,2.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
262701,2627,3,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
262702,2627,3,2.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
262901,2629,3,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
263501,2635,3,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
263601,2636,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
263801,2638,3,2.0,,,,,,,,,,0.0,,,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
264001,2640,3,1.0,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
264002,2640,3,1.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
264501,2645,1,2.0,,,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
264502,2645,1,2.0,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
264601,2646,1,1.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
264801,2648,1,2.0,,,,,,,,,,,,,,,,,,,,,,,
264802,2648,1,2.0,,,,,,,,,,,,,,,,,,,,,,,
265101,2651,1,1.0,,,0.0,,0.0,0.0,,0.0,,1.0,,,,,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
265102,2651,1,2.0,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
265103,2651,1,1.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
265201,2652,1,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
265202,2652,1,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
265401,2654,1,2.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
265402,2654,1,2.0,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,No HS / GED
265403,2654,1,2.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,HS or GED
265501,2655,1,1.0,,,,,,,,,,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,,,,1.0,HS or GED
265502,2655,1,1.0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,1.0,HS or GED
