CPUBID,MPUBID,CRACE,CSEX,AFDC_1994,AFDC_1996,AFDC_1998,FOODSTAMPS_1994,FOODSTAMPS_1996,FOODSTAMPS_1998,FOODSTAMPS_2000,FOODSTAMPS_2002,FOODSTAMPS_2004,FOODSTAMPS_2006,FOODSTAMPS_2008,FOODSTAMPS_2010,FOODSTAMPS_2012,FOODSTAMPS_2014,FOODSTAMPS_2016,GED_EVER,HSDIPLOMA_EVER,PROFDEGREE_EVER,snap_ever,tanf_ever,program_group,edu_level,edu_label
555002,5550,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,1.0,HS or GED
555101,5551,3,2.0,,,,,,,,,,,,0.0,0.0,1.0,,1.0,0.0,0.0,,,,1.0,HS or GED
555301,5553,3,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
555501,5555,3,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
555502,5555,3,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
555701,5557,3,1.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,1.0,,,1.0,HS or GED
555702,5557,3,1.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
555901,5559,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
556001,5560,3,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
556002,5560,3,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
556003,5560,3,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
556101,5561,3,2.0,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,,,1.0,HS or GED
556301,5563,3,1.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,No HS / GED
556501,5565,3,2.0,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,,,,1.0,HS or GED
556502,5565,3,2.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
556601,5566,3,1.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,HS or GED
556801,5568,3,1.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
557101,5571,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
557102,5571,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
557401,5574,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
557601,5576,3,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
557701,5577,3,1.0,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
557702,5577,3,1.0,,,,,,,,,0.0,,0.0,0.0,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
557801,5578,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
558101,5581,3,2.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
558102,5581,3,2.0,,,,,,,,,,,,0.0,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
558201,5582,3,2.0,,,,,,,0.0,,,,,,0.0,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
558202,5582,3,2.0,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,,,,1.0,HS or GED
558301,5583,3,1.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
558302,5583,3,1.0,,,,,,,,,,0.0,0.0,,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
558901,5589,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
558902,5589,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
558903,5589,3,1.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
558904,5589,3,2.0,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,No HS / GED
559301,5593,3,2.0,,,,,0.0,,0.0,,0.0,,,,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
559302,5593,3,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
559303,5593,3,1.0,,,,,,,,,0.0,,0.0,,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
559501,5595,3,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,No HS / GED
559502,5595,3,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
559503,5595,3,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,HS or GED
559601,5596,3,2.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
559602,5596,3,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
560001,5600,3,1.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
560501,5605,3,1.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,1.0,HS or GED
560502,5605,3,1.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,,,0.0,No HS / GED
560503,5605,3,2.0,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
560601,5606,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
560602,5606,3,2.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
560901,5609,3,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
560902,5609,3,1.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
561201,5612,2,2.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
561202,5612,2,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
561203,5612,2,2.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
561204,5612,2,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,,,1.0,HS or GED
561401,5614,2,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
561402,5614,2,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,,,1.0,HS or GED
561403,5614,2,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
561501,5615,2,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,1.0,0.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
561502,5615,2,2.0,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
561901,5619,2,2.0,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,,1.0,HS or GED
561902,5619,2,2.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,HS or GED
562001,5620,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
562002,5620,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
562401,5624,3,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
562402,5624,3,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
562601,5626,3,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
562701,5627,3,2.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
562702,5627,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,No HS / GED
562703,5627,3,1.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
563101,5631,2,2.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
563102,5631,2,2.0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,1.0,HS or GED
563103,5631,2,2.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
563104,5631,2,2.0,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,HS or GED
563401,5634,2,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,HS or GED
564001,5640,2,2.0,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
564002,5640,2,1.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
564003,5640,2,2.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
564601,5646,2,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
564701,5647,2,2.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
564702,5647,2,2.0,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
564703,5647,2,1.0,,,,,,,,,,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
564801,5648,3,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
564802,5648,3,2.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
564803,5648,3,2.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
564804,5648,3,1.0,,,,,,,,,0.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
565201,5652,3,1.0,,,,,,,,,,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,1.0,,,1.0,HS or GED
565202,5652,3,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
565401,5654,3,1.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
565402,5654,3,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
565601,5656,3,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
565602,5656,3,1.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
565701,5657,3,1.0,,,,,,,,,,,0.0,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
565901,5659,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
565902,5659,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
566101,5661,3,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
566901,5669,3,2.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
567002,5670,3,2.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
567301,5673,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
567302,5673,3,1.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
567303,5673,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
567401,5674,3,2.0,,,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
567402,5674,3,2.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,1.0,0.0,,,,1.0,HS or GED
567501,5675,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
568101,5681,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
568102,5681,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
568103,5681,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
568104,5681,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
568105,5681,3,1.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
568201,5682,3,1.0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,HS or GED
568202,5682,3,1.0,,,,,,,,,,,0.0,0.0,1.0,,,0.0,1.0,0.0,,,,1.0,HS or GED
568203,5682,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
568204,5682,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
568401,5684,2,1.0,,,,,,,1.0,1.0,0.0,1.0,1.0,,1.0,,0.0,1.0,0.0,0.0,1.0,,,1.0,HS or GED
568402,5684,2,1.0,,,,,,,0.0,,,0.0,,,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
568501,5685,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
568502,5685,3,2.0,,,,,,,,0.0,,0.0,,1.0,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
568503,5685,3,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
568601,5686,3,1.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
568602,5686,3,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
568603,5686,3,1.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
568701,5687,3,2.0,,,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,,,,1.0,0.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
568702,5687,3,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
568703,5687,3,1.0,,,,,,,,,,,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
568901,5689,3,2.0,,,,,,,0.0,1.0,,,,,,,,0.0,1.0,0.0,1.0,,,1.0,HS or GED
568902,5689,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
569001,5690,1,1.0,,,,,,,,,,,,,0.0,1.0,,0.0,1.0,0.0,,,,1.0,HS or GED
569501,5695,3,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
569502,5695,3,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
569503,5695,3,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
570101,5701,3,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
570201,5702,3,2.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
570501,5705,3,2.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
570502,5705,3,1.0,,,0.0,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
570601,5706,3,2.0,,,0.0,,,0.0,,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
570701,5707,3,2.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
570702,5707,3,1.0,,,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
570703,5707,3,2.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
570801,5708,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
570802,5708,3,2.0,,,,,,,,,,,,0.0,0.0,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
570803,5708,3,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
570901,5709,3,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
571201,5712,3,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
571202,5712,3,1.0,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,HS or GED
571301,5713,3,1.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,Neither,0.0,No HS / GED
571302,5713,3,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
571303,5713,3,1.0,,,,,,,,,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
571304,5713,3,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
571501,5715,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
571502,5715,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
571503,5715,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
571601,5716,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
571602,5716,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
571701,5717,3,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
571702,5717,3,2.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
571801,5718,3,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
571802,5718,3,2.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
572001,5720,1,2.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
572002,5720,1,2.0,,,,,,,,0.0,,,,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
572003,5720,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
572401,5724,1,2.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
572402,5724,1,1.0,,,0.0,,0.0,0.0,,,,0.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
572801,5728,1,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
572802,5728,1,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
572803,5728,1,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
572901,5729,1,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
572902,5729,1,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
572903,5729,1,2.0,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
572904,5729,1,2.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
573201,5732,1,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
573202,5732,1,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
573401,5734,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
573701,5737,1,2.0,,,,,,,,,,,,,,,,,,,,,,,
573702,5737,1,2.0,,,,,,,,,,,,,,,,,,,,,,,
573703,5737,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
574001,5740,1,2.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
574002,5740,1,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
574003,5740,1,1.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
574004,5740,1,2.0,,,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
574005,5740,1,2.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
574101,5741,1,1.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
574102,5741,1,2.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
574103,5741,1,2.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
574401,5744,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
574402,5744,1,2.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
574403,5744,1,2.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
574601,5746,1,2.0,,,0.0,,,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
574602,5746,1,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
574603,5746,1,2.0,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
575301,5753,1,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
575302,5753,1,2.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
575601,5756,1,2.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,Both SNAP and TANF,1.0,HS or GED
575602,5756,1,2.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
575603,5756,1,2.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
576001,5760,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
576601,5766,1,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,1.0,HS or GED
576602,5766,1,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
576701,5767,1,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
576702,5767,1,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
576801,5768,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
576802,5768,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
576803,5768,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
576901,5769,1,1.0,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
577001,5770,1,1.0,,,,,,,,0.0,,0.0,,,,,,1.0,0.0,0.0,0.0,,,1.0,HS or GED
577002,5770,1,2.0,,,,,,,,,,,,,,,,,,,,,,,
577003,5770,1,2.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
577301,5773,1,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,1.0,HS or GED
577302,5773,1,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
577303,5773,1,1.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,HS or GED
577304,5773,1,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
577305,5773,1,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
577401,5774,1,2.0,,,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
