CPUBID,MPUBID,CRACE,CSEX,AFDC_1994,AFDC_1996,AFDC_1998,FOODSTAMPS_1994,FOODSTAMPS_1996,FOODSTAMPS_1998,FOODSTAMPS_2000,FOODSTAMPS_2002,FOODSTAMPS_2004,FOODSTAMPS_2006,FOODSTAMPS_2008,FOODSTAMPS_2010,FOODSTAMPS_2012,FOODSTAMPS_2014,FOODSTAMPS_2016,GED_EVER,HSDIPLOMA_EVER,PROFDEGREE_EVER
555301,5553,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0
555501,5555,3,1,-7,-7,0,0,0,0,0,0,0,0,0,0,-7,0,-7,0,1,0
555502,5555,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
555701,5557,3,1,-7,-7,-7,-7,-7,-7,0,1,0,0,0,0,-7,0,-7,1,0,0
555702,5557,3,1,-7,-7,-7,0,0,-7,0,0,0,0,0,0,-7,0,-7,0,1,0
555901,5559,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
556001,5560,3,1,-7,-7,0,0,0,0,0,0,0,0,0,-7,0,-7,0,0,1,0
556002,5560,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
556003,5560,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
556101,5561,3,2,-7,-7,-7,-7,-7,-7,-7,0,0,1,0,1,0,1,-7,1,0,0
556301,5563,3,1,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
556501,5565,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,0,1,0
556502,5565,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
556601,5566,3,1,-7,-7,-7,0,0,-7,0,0,0,-7,0,-7,0,0,0,1,0,0
556801,5568,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
557101,5571,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,-7,0,1,0
557102,5571,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
557401,5574,3,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,0,1,0
557601,5576,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
557701,5577,3,1,-7,-7,-7,0,0,-7,0,-7,0,0,-7,-7,0,-7,0,0,1,0
557702,5577,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,0,0,-7,-7,-7,0,1,0
557801,5578,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
558101,5581,3,2,-7,-7,0,-7,-7,0,-7,0,0,0,0,0,0,0,0,1,0,0
558102,5581,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,0,0,1,0
558201,5582,3,2,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,0,-7,-7,0,1,0
558202,5582,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,0,1,0
558301,5583,3,1,-7,-7,0,0,0,0,-7,-7,0,-7,0,-7,0,-7,-7,0,1,0
558302,5583,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,0,1,0
558901,5589,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
558902,5589,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
558903,5589,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-2,-7,0,-7,0,0,0,1,0
558904,5589,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,1,1,1,0,0,0
559301,5593,3,2,-7,-7,-7,-7,0,-7,0,-7,0,-7,-7,-7,-7,-7,-7,0,1,0
559302,5593,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,-7,0,0,1,0
559303,5593,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,0,-7,-7,-7,-7,0,1,0
559501,5595,3,1,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0,-7,0,0,0,0
559502,5595,3,2,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,0,1,0
559503,5595,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0,0
559601,5596,3,2,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,0,-7,0,1,0
559602,5596,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
560001,5600,3,1,-7,-7,0,-7,-7,0,-7,-7,0,-7,0,0,-7,-7,0,0,1,0
560501,5605,3,1,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,0,0,0,0,-7,1,0,0
560502,5605,3,1,-7,-7,-7,-7,-7,-7,-7,1,0,1,0,0,1,1,-7,0,0,0
560503,5605,3,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,1,1,1,1,0,1,0
560601,5606,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,-7,0,1,0
560602,5606,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0,0,1,0
560901,5609,3,1,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0,-7,0,1,0
560902,5609,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,0,0,1,0
561201,5612,2,2,-7,-7,0,0,0,0,1,1,1,0,0,-7,1,1,1,0,1,0
561202,5612,2,1,-7,-7,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,1,0
561203,5612,2,2,-7,-7,0,-7,0,0,0,0,1,1,0,0,-7,1,-7,0,1,0
561204,5612,2,2,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,1,1,-7,0,1,0
561401,5614,2,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,-7,-7,0,1,0
561402,5614,2,1,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,0,0,1,-7,0,1,0
561403,5614,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
561501,5615,2,1,-7,0,-7,0,0,-7,0,0,0,1,1,1,-7,1,-7,1,0,0
561502,5615,2,2,-7,-7,-7,0,0,-7,0,-7,0,0,0,-7,0,0,0,0,1,0
561901,5619,2,2,-7,-7,-7,-7,-7,-7,-7,0,0,1,1,1,1,1,-7,1,0,0
561902,5619,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0,0,1,0,0
562001,5620,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
562002,5620,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
562401,5624,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
562402,5624,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
562601,5626,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
562701,5627,3,2,-7,-7,0,-7,-7,0,0,0,0,0,-7,0,0,-7,-7,0,1,0
562702,5627,3,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,0,0
562703,5627,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,-7,-7,0,1,0
563101,5631,2,2,-7,-7,0,-7,0,0,0,0,1,1,1,0,-7,1,-7,0,1,0
563102,5631,2,2,-7,-7,-7,-7,-7,-7,-7,-7,0,1,1,0,0,1,0,0,1,0
563103,5631,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0,0,0,0,1,0
563104,5631,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,1,0,1,0
563401,5634,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0,0
564001,5640,2,2,-7,-7,-7,0,0,-7,-7,-7,-7,0,0,-7,0,-7,0,0,1,0
564002,5640,2,1,-7,-7,0,-7,0,0,-7,-7,-7,0,0,0,-7,0,-7,0,1,0
564003,5640,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,0,0,0,1,0
564601,5646,2,1,-7,-7,0,-7,0,0,0,0,0,1,1,1,-7,0,-7,0,1,0
564701,5647,2,2,-7,-7,0,-7,-7,0,0,0,0,0,0,1,0,-7,1,0,1,0
564702,5647,2,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,1,0,-7,0,1,0
564703,5647,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,-7,0,1,0,1,0
564801,5648,3,1,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,0,-7,0,1,0
564802,5648,3,2,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,0,-7,0,1,0
564803,5648,3,2,-7,-7,0,-7,-7,0,-7,0,0,0,0,0,1,-7,0,0,1,0
564804,5648,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,-7,-7,-7,0,1,0
565201,5652,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,-7,-7,0,1,0,0
565202,5652,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
565401,5654,3,1,-7,-7,0,-7,-7,0,-7,0,0,0,0,0,0,-7,0,0,1,0
565402,5654,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
565601,5656,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
565602,5656,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,0,0,0
565701,5657,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,0,0,1,0
565901,5659,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
565902,5659,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
566101,5661,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
566901,5669,3,2,-7,-7,0,-7,-7,0,0,0,0,0,0,0,0,-7,0,0,1,0
567002,5670,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
567301,5673,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
567302,5673,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
567303,5673,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
567401,5674,3,2,-7,-7,0,-7,0,0,0,1,0,1,1,0,-7,-7,-7,1,0,0
567402,5674,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,0,-7,0,1,0
567501,5675,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
568101,5681,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
568102,5681,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
568103,5681,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
568104,5681,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
568105,5681,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
568201,5682,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,0,0,1,0,0
568202,5682,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,-7,-7,0,1,0
568203,5682,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
568204,5682,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
568401,5684,2,1,-7,-7,-7,-7,-7,-7,1,1,0,1,1,-7,1,-7,0,1,0,0
568402,5684,2,1,-7,-7,-7,-7,-7,-7,0,-7,-7,0,-7,-7,-7,-7,-7,0,1,0
568501,5685,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
568502,5685,3,2,-7,-7,-7,-7,-7,-7,-7,0,-7,0,-7,1,-7,-7,-7,0,1,0
568503,5685,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
568601,5686,3,1,-7,-7,0,-7,0,0,0,0,1,0,1,0,-7,-7,-7,0,1,0
568602,5686,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
568603,5686,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
568701,5687,3,2,-7,-7,0,-7,-7,0,0,-7,0,1,1,1,-7,-7,-7,1,0,0
568702,5687,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
568703,5687,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,-7,0,0,1,0
568901,5689,3,2,-7,-7,-7,-7,-7,-7,0,1,-7,-7,-7,-7,-7,-7,-7,0,1,0
568902,5689,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
569001,5690,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,-7,0,1,0
569501,5695,3,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
569502,5695,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
569503,5695,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
570101,5701,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
570201,5702,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,0,0,0,1,0
570501,5705,3,2,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,0,-7,1,0,0
570502,5705,3,1,-7,-7,0,-7,-7,0,-7,0,1,0,0,0,0,-7,0,1,0,0
570601,5706,3,2,-7,-7,0,-7,-7,0,-7,0,-7,-7,-7,-7,-7,-7,-7,1,0,0
570701,5707,3,2,-7,-7,0,-7,0,0,0,0,-7,-7,-7,-7,-7,0,-7,0,1,0
570702,5707,3,1,-7,-7,0,-7,-7,0,-7,0,-7,-7,-7,-7,-7,-7,0,0,1,0
570703,5707,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,0,0,0,1,0
570801,5708,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
570802,5708,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,0,0,1,0
570803,5708,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
570901,5709,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
571201,5712,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
571202,5712,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0,1,0
571301,5713,3,1,-7,-7,0,-7,0,0,0,0,-7,0,0,-7,-7,-7,-7,0,0,0
571302,5713,3,1,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,0,-7,0,1,0
571303,5713,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,0,1,0
571304,5713,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
571501,5715,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
571502,5715,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
571503,5715,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
571601,5716,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
571602,5716,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
571701,5717,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
571702,5717,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0,0,0,1,0
571801,5718,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
571802,5718,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
572001,5720,1,2,-7,-7,0,0,-7,0,0,0,1,-7,0,1,-7,0,-7,0,1,0
572002,5720,1,2,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,0,1,1,-7,0,1,0
572003,5720,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
572401,5724,1,2,-7,-7,0,0,0,0,0,-7,0,1,1,-7,-7,-7,0,0,1,0
572402,5724,1,1,-7,-7,0,-7,0,0,-7,-7,-7,0,0,-7,-7,-7,-7,0,1,0
572801,5728,1,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
572802,5728,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
572803,5728,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
572901,5729,1,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
572902,5729,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
572903,5729,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,0,0,0,1,0
572904,5729,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,0,0,0,1,0
573201,5732,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
573202,5732,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
573401,5734,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
573701,5737,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
573702,5737,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
573703,5737,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
574001,5740,1,2,-7,-7,-7,0,-7,-7,0,0,0,0,0,0,-7,0,-7,0,1,0
574002,5740,1,2,-7,-7,0,0,0,0,0,0,0,0,0,-7,-7,-7,1,1,0,0
574003,5740,1,1,-7,-7,0,-7,0,0,-7,0,0,0,0,0,-7,0,-7,1,0,0
574004,5740,1,2,-7,-7,0,-7,-7,0,-7,0,0,0,1,1,-7,-7,0,0,1,0
574005,5740,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,0,0,0,1,0
574101,5741,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,0,0,0,0,0,1,0
574102,5741,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,0,0,0,1,0
574103,5741,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
574401,5744,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
574402,5744,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
574403,5744,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
574601,5746,1,2,-7,-7,0,-7,-7,0,-7,0,1,1,0,0,0,-7,0,0,1,0
574602,5746,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
574603,5746,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,0,0,1,0
575301,5753,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0
575302,5753,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
575601,5756,1,2,-7,-7,1,0,0,0,0,1,0,1,1,-7,0,-7,0,0,1,0
575602,5756,1,2,-7,-7,0,-7,0,0,0,1,1,1,0,0,-7,0,-7,0,1,0
575603,5756,1,2,-7,-7,0,-7,-7,0,0,0,0,1,1,1,1,-7,1,0,1,0
576001,5760,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
576601,5766,1,1,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0,0,-7,1,0,0
576602,5766,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
576701,5767,1,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
576702,5767,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
576801,5768,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
576802,5768,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
576803,5768,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
576901,5769,1,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,0,0,0,-7,0,1,0
577001,5770,1,1,-7,-7,-7,-7,-7,-7,-7,0,-7,0,-7,-7,-7,-7,-7,1,0,0
577002,5770,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
577003,5770,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
577301,5773,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,-7,-7,1,0,0
577302,5773,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
577303,5773,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,1,0,0
577304,5773,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
577305,5773,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
577401,5774,1,2,-7,-7,0,-7,-7,0,0,1,1,1,1,0,0,-7,1,0,1,0
577402,5774,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0,0
577403,5774,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,0,0,1,0,0
577701,5777,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
577702,5777,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
578001,5780,1,1,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,-7,0,1,0
578002,5780,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,-7,-7,0,0,0
578003,5780,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
578101,5781,1,2,-7,-7,0,-7,-7,0,-7,0,0,0,0,-7,0,-7,-7,1,0,0
578102,5781,1,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,0,1,0
578103,5781,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
578201,5782,1,2,-7,-7,0,0,0,0,0,0,0,0,0,-7,0,-7,-7,1,0,0
578202,5782,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
579001,5790,1,2,-7,0,0,0,0,0,0,0,0,0,-7,-7,0,-7,-7,0,1,0
579002,5790,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
579301,5793,1,1,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,0,-7,0,1,0
579302,5793,1,1,-7,-7,0,-7,-7,0,-7,-7,0,0,0,0,0,-7,0,0,1,0
579303,5793,1,1,-7,-7,0,-7,-7,0,-7,0,0,0,0,0,-7,-7,0,0,1,0
579304,5793,1,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,1,-7,1,0,0
579305,5793,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
579601,5796,1,1,-7,-7,-7,1,0,-7,0,0,1,0,0,-7,0,-7,-7,1,0,0
579801,5798,1,2,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,0,0,1,0
579802,5798,1,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0,0,-7,0,1,0
579803,5798,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
579804,5798,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
579901,5799,1,1,-7,-7,0,-7,-7,0,-7,0,0,0,0,0,0,-7,0,0,1,0
579902,5799,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
580101,5801,1,1,-7,-7,0,-7,-7,0,0,-7,-7,0,-7,-7,-7,-7,0,0,1,0
580102,5801,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0,0,0,1,0
580103,5801,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
580201,5802,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
580202,5802,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
580301,5803,1,2,-7,-7,0,-7,0,0,-7,0,0,0,0,0,-7,0,-7,0,1,0
