CPUBID,MPUBID,CRACE,CSEX,AFDC_1994,AFDC_1996,AFDC_1998,FOODSTAMPS_1994,FOODSTAMPS_1996,FOODSTAMPS_1998,FOODSTAMPS_2000,FOODSTAMPS_2002,FOODSTAMPS_2004,FOODSTAMPS_2006,FOODSTAMPS_2008,FOODSTAMPS_2010,FOODSTAMPS_2012,FOODSTAMPS_2014,FOODSTAMPS_2016,GED_EVER,HSDIPLOMA_EVER,PROFDEGREE_EVER
286901,2869,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
287701,2877,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
287702,2877,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
287801,2878,1,1,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
287802,2878,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
287803,2878,1,2,-7,-7,1,-7,0,1,1,0,1,1,1,1,1,1,-7,0,0,0
287804,2878,1,2,-7,-7,0,-7,-7,0,-7,1,1,1,1,1,-7,-7,-7,1,0,0
287805,2878,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,1,1,1,0,0,0
287806,2878,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,1,0,1,0,0
287901,2879,3,2,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,-7,0,1,0
287902,2879,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
288001,2880,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,0,1,0
288002,2880,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
288301,2883,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,0,0,0
288302,2883,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
288303,2883,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
288501,2885,3,2,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,-7,0,1,0
288502,2885,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
288503,2885,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
288601,2886,2,1,-7,-7,-7,0,0,-7,0,0,-7,0,0,0,-7,0,-7,0,1,0
288602,2886,2,1,-7,-7,-7,0,-7,-7,0,0,0,0,0,0,-7,0,-7,0,1,0
288603,2886,2,1,-7,-7,-7,0,0,-7,0,0,-7,0,0,-7,0,-7,-7,0,1,0
288701,2887,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
288901,2889,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
288902,2889,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
289201,2892,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
289202,2892,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
289203,2892,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
289401,2894,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
289402,2894,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
289403,2894,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
290001,2900,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,0,1,0
290002,2900,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
290201,2902,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
290202,2902,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0
290801,2908,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
290802,2908,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,0,1,0
290803,2908,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0
290901,2909,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,0,1,0
290902,2909,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
291001,2910,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
291002,2910,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
291101,2911,1,2,-7,-7,0,-7,-7,0,-7,1,0,0,1,-7,-7,0,-7,0,1,0
291102,2911,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,0,0,0
291103,2911,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,-7,-7,0,1,0
291104,2911,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
291801,2918,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
291802,2918,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
291901,2919,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
292601,2926,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
292602,2926,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
292603,2926,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
292604,2926,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
292801,2928,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
292802,2928,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
293001,2930,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
293401,2934,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
293402,2934,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
293403,2934,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0
293501,2935,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
293502,2935,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
293601,2936,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
293801,2938,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
294301,2943,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
294302,2943,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
294303,2943,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
294601,2946,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
294602,2946,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
294801,2948,3,1,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,0,-7,0,1,0
294802,2948,3,1,-7,-7,0,-7,-7,0,-7,0,0,0,0,0,0,0,0,0,1,0
294803,2948,3,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
294804,2948,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
294901,2949,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,-7,-7,0,1,0
294902,2949,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,-7,0,1,0
294903,2949,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
294904,2949,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0
295201,2952,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0,0,1,0
295501,2955,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
295502,2955,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
295901,2959,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
295902,2959,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
295903,2959,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
296101,2961,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
296102,2961,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0,1,0
296103,2961,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
296401,2964,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0
296402,2964,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
296901,2969,1,2,-7,-7,1,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
297001,2970,1,2,-7,-7,0,-7,0,0,0,0,0,0,0,1,-7,1,-7,0,1,0
297002,2970,1,1,-7,-7,0,-7,-7,0,-2,0,0,0,0,0,0,-7,0,1,0,0
297003,2970,1,1,-7,-7,0,-7,-7,0,-7,0,0,0,0,1,1,1,1,0,1,0
297801,2978,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,-7,-7,-7,0,1,0
297802,2978,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,-7,0,1,0
297901,2979,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
297902,2979,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
297903,2979,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
298301,2983,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,0,1,0
298302,2983,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
299001,2990,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
299002,2990,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
299301,2993,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,-7,1,0,0
299302,2993,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
299501,2995,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,0,1,0
300401,3004,2,2,-7,-7,-7,-7,0,-7,0,-7,0,1,0,-7,1,-7,0,0,1,0
300402,3004,2,2,-7,-7,0,-7,0,0,0,0,1,0,0,0,-7,0,0,0,1,0
300403,3004,2,1,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,-7,-7,0,-7,0,1,0
300404,3004,2,1,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,0,0,1,0,-7,0,1,0
300701,3007,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
301001,3010,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
301101,3011,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,1
301102,3011,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
301201,3012,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
301301,3013,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,-7,0,0,1,0
301302,3013,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,1,0
301303,3013,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
301304,3013,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
301401,3014,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,0,0,1,0,0
302001,3020,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
302101,3021,3,2,-7,-7,-7,0,0,-7,0,0,0,0,0,-7,0,-7,0,0,1,0
302102,3021,3,2,-7,-7,0,0,0,0,0,0,0,0,0,0,-7,0,-7,1,0,0
302103,3021,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
302104,3021,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
302301,3023,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
302302,3023,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
302501,3025,3,2,-7,-7,0,-7,-7,0,-7,0,0,0,0,0,0,-7,1,0,1,0
302502,3025,3,2,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,-7,0,1,0
302701,3027,2,1,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,0,-7,-7,-7,1,0,0
302702,3027,2,1,-7,-7,0,-7,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,0,0,0
302703,3027,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,1,0,0,1,0
302704,3027,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-2,1,0,0,1,0
303501,3035,3,2,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,1,-7,0,1,0
303502,3035,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
303503,3035,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
303504,3035,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
303505,3035,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
303601,3036,3,1,-7,-7,0,0,0,0,0,0,0,0,0,-7,0,-7,0,0,1,0
303602,3036,3,1,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,0,-7,0,1,0
303801,3038,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
303802,3038,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
303803,3038,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
304101,3041,3,1,-7,-7,-7,-7,-7,-7,0,0,-7,0,0,-7,-7,-7,-7,0,1,0
304102,3041,3,2,-7,-7,0,0,0,0,1,1,1,1,1,-7,1,-7,1,1,0,0
304103,3041,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0,0
304104,3041,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0
304201,3042,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
304301,3043,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
304302,3043,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
304501,3045,3,1,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
304502,3045,3,2,-7,1,-7,1,1,-7,0,0,1,0,1,-7,0,-7,0,1,0,0
304503,3045,3,2,-7,-7,-7,-7,0,-7,0,1,1,1,1,-7,-7,-7,-7,0,0,0
304504,3045,3,2,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,0,0,0,0,-7,0,0,0
304601,3046,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
304602,3046,2,1,-7,0,-7,0,0,-7,-7,-7,-7,-7,0,-7,0,-7,1,0,1,0
304603,3046,2,2,-7,0,0,0,0,0,1,1,1,1,1,-7,1,-7,0,1,0,0
304604,3046,2,2,-7,-7,-7,-7,0,-7,0,0,0,0,0,0,0,-7,-7,0,1,0
304605,3046,2,1,-7,-7,-7,-7,-7,-7,-7,-7,0,1,1,0,1,0,-7,0,1,0
304701,3047,3,2,-7,1,-7,-7,1,-7,0,0,0,1,1,0,-7,1,-7,1,0,0
304702,3047,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,1,0,1,0
304801,3048,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
304802,3048,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
304901,3049,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,1,1,1,1,0,0
304902,3049,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,0,0
305101,3051,3,1,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
305102,3051,3,1,-7,-7,-7,-7,0,-7,0,-7,0,0,0,0,-7,-7,-7,0,1,0
305103,3051,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,0,0,1,0
305301,3053,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
305401,3054,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,0,0
305402,3054,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0,1,0,0
305403,3054,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,1,1,1,0,1,0
305701,3057,3,1,-7,-7,-7,0,0,-7,0,0,-7,-7,0,-7,-7,0,-7,0,1,0
305702,3057,3,1,-7,-7,0,-7,0,0,-7,0,0,0,-7,-7,-7,0,-7,0,1,0
305801,3058,3,1,-7,-7,-7,-7,-7,-7,0,0,0,0,-7,0,-7,-7,-7,0,1,0
305802,3058,3,2,-7,-7,-7,-7,-7,-7,0,0,0,0,0,-7,-7,0,-7,0,1,0
305803,3058,3,2,-7,-7,-7,-7,-7,-7,0,0,0,-7,-7,0,-7,-7,-7,0,1,0
305804,3058,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
305805,3058,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
306101,3061,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
306601,3066,2,1,-7,-7,-7,0,-7,-7,-7,0,0,0,-7,-7,-7,-7,0,1,0,0
306602,3066,2,2,-7,-7,-7,-7,-7,-7,-7,0,0,1,1,0,1,1,-7,0,1,0
306801,3068,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
306802,3068,2,2,-7,-7,0,-7,0,0,-7,0,-7,0,0,0,-7,0,-7,0,1,0
306901,3069,2,1,-7,-7,0,-7,-7,0,-7,0,0,0,0,0,0,-7,0,0,1,0
306902,3069,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
307301,3073,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
307302,3073,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
307401,3074,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,1,0,0
307402,3074,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
307403,3074,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
307501,3075,2,1,-7,-7,0,-7,0,0,0,0,0,0,0,1,-7,0,-7,0,1,0
307801,3078,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
307802,3078,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
307901,3079,3,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
308001,3080,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,1,1,1,0,1,0
308101,3081,3,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
308501,3085,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
309301,3093,3,2,-7,-7,-7,-7,-7,-7,-7,0,0,-7,0,0,0,0,-7,0,1,0
309302,3093,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
309501,3095,3,1,-7,-7,-7,0,0,-7,0,0,0,0,0,0,-7,0,-7,0,1,0
309502,3095,3,1,-7,-7,0,0,0,0,0,0,0,0,0,-7,0,-7,0,0,1,0
309601,3096,3,2,-7,-7,0,-7,-7,0,-7,0,0,-7,0,0,0,-7,0,0,1,0
309602,3096,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,-7,-7,0,1,0
309801,3098,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0,0,1,0
309802,3098,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0,1,0
309901,3099,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
309902,3099,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
310101,3101,3,2,-7,-7,0,-7,-7,0,-7,0,0,0,0,0,1,-7,0,0,1,0
310102,3101,3,2,-7,-7,-7,-7,-7,-7,-7,-7,1,0,1,1,-7,-7,-7,0,1,0
310103,3101,3,2,-7,-7,-7,-7,-7,-7,-7,-7,0,1,1,1,1,-7,-7,1,0,0
310501,3105,3,2,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,0,-7,0,1,0
310502,3105,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,-7,0,1,0
310601,3106,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
310701,3107,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,1
310702,3107,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
310801,3108,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
310802,3108,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
310803,3108,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,0,1,0
310901,3109,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
311101,3111,3,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,-7,0,1,0
311102,3111,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0,1,0
311301,3113,3,2,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,0,-7,1,0,0
311302,3113,3,1,-7,-7,0,-7,-7,0,0,0,0,0,0,0,1,-7,0,0,1,0
311501,3115,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
311701,3117,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
311702,3117,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
311801,3118,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0
311802,3118,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
311901,3119,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
312001,3120,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
312002,3120,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
312101,3121,3,1,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,0,-7,0,1,0
312102,3121,3,1,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,0,1,0
312103,3121,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
312201,3122,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,0,-7,0,1,0
312202,3122,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
312901,3129,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
312902,3129,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
313001,3130,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
313002,3130,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
